fid,field_1,Name,osm_id,code,fclass,ref,oneway,maxspeed,bridge,tunnel,len,distance,angle,y,x,z
"2618","1941",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,57.50142921,0.000542033,219.1071903,27.8568759,84.6468408,324.6
"2619","1943",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,33.4249091,0.000315445,219.7009193,27.8566332,84.6466393,330.7
"2620","1945",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,21.8619901,0.00020334,211.9157793,27.8564606,84.6465318,327.3
"2621","1947",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,13.44563126,0.000125339,213.1829263,27.8563557,84.6464632,326
"2622","1949",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,14.06020349,0.000131333,214.2950691,27.8562472,84.6463892,326.4
"2623","1951",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,27.38778854,0.000252635,206.8997545,27.8560219,84.6462749,341.8
"2624","1953",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,30.08035541,0.000277603,207.2019524,27.855775,84.646148,352.6
"2625","1955",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,30.96196657,0.000284308,203.8151626,27.8555149,84.6460332,351.5
"2626","1957",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,16.41923287,0.000150286,201.4261923,27.855375,84.6459783,348.1
"2627","1959",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.911254103,7.35e-05,211.3113235,27.8553122,84.6459401,347.4
"2628","1961",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,5.676196657,5.19e-05,200.5302014,27.8552636,84.6459219,346.2
"2629","1963",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,8.043777486,7.33e-05,198.1137598,27.8551939,84.6458991,345.8
"2630","1965",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.968429228,9.02e-05,189.3787855,27.8551049,84.6458844,344.2
"2631","1967",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.564435449,8.66e-05,189.8431279,27.8550196,84.6458696,342.8
"2632","1969",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,5.563019246,5.02e-05,180,27.8549694,84.6458696,341.6
"2633","1971",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,5.344843089,4.83e-05,175.2462165,27.8549213,84.6458736,340.2
"2634","1973",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.82489527,0.000205987,178.3308527,27.8547154,84.6458796,335.1
"2635","1975",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,17.77467996,0.000160581,173.9947292,27.8545557,84.6458964,332.2
"2636","1977",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,18.69153824,0.000168848,174.2556419,27.8543877,84.6459133,328.8
"2637","1979",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.13470826,0.000100579,174.4084422,27.8542876,84.6459231,326.5
"2638","1981",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,8.705231103,7.89e-05,168.9607991,27.8542102,84.6459382,324
"2639","1983",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,5.012745519,4.54e-05,170.1017401,27.8541655,84.645946,322.7
"2640","1985",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,4.755363341,4.32e-05,166.7366712,27.8541235,84.6459559,323.4
"2641","1987",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.547271201,6.93e-05,156.4321848,27.85406,84.6459836,323.7
"2642","1989",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,29.72387902,0.000272646,156.9614531,27.8538091,84.6460903,321
"2643","1991",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,17.51721079,0.000161323,154.1656012,27.8536639,84.6461606,305.8
"2644","1993",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,17.89709247,0.000165166,152.7988723,27.853517,84.6462361,300.2
"2645","1995",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,14.58124473,0.000135283,149.5301604,27.8534004,84.6463047,299.4
"2646","1997",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,8.907387014,8.4e-05,140.7009942,27.8533354,84.6463579,298.4
"2647","1999",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,8.150466565,7.67e-05,141.5617701,27.8532753,84.6464056,300.5
"2648","2001",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.10935267,9.63e-05,135.5889227,27.8532065,84.646473,301.8
"2649","2003",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.95622787,0.000114677,132.3140192,27.8531293,84.6465578,301.8
"2650","2005",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,32.99165144,0.000322862,122.4004165,27.8529563,84.6468304,297.6
"2651","2007",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,52.63212485,0.000517513,119.9288951,27.8526981,84.6472789,305.9
"2652","2009",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,12.63486673,0.000124441,119.0367159,27.8526377,84.6473877,308.5
"2653","2011",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,12.28113789,0.000121883,114.7357417,27.8525867,84.6474984,309.4
"2654","2013",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,26.48963256,0.000265574,108.0528917,27.8525044,84.6477509,303.1
"2655","2015",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,34.21731669,0.000343356,107.3689566,27.8524019,84.6480786,304.1
"2656","2017",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,42.65112781,0.000427512,108.2103271,27.8522683,84.6484847,306.7
"2657","2019",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,26.32732061,0.000264497,106.4274368,27.8521935,84.6487384,306.9
"2658","2021",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,20.65680391,0.000207921,104.824913,27.8521403,84.6489394,309.2
"2659","2023",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,19.99579487,0.000201315,104.6160846,27.8520895,84.6491342,310.6
"2660","2025",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.079308053,7.16e-05,99.23876855,27.852078,84.6492049,310.7
"2661","2027",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.287630339,7.39e-05,93.64399701,27.8520733,84.6492787,310.7
"2662","2029",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,32.45646502,0.000328764,97.5681554,27.85203,84.6496046,311.3
"2663","2031",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,42.71282554,0.000432429,98.39056147,27.8519669,84.6500324,310
"2664","2033",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,33.07618149,0.000334849,98.46646346,27.8519176,84.6503636,309.8
"2665","2035",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.47814822,0.000106301,94.31602752,27.8519096,84.6504696,308.7
"2666","2037",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.68684015,0.0001085,89.89438578,27.8519098,84.6505781,307.1
"2667","2039",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,16.0846428,0.000163302,89.71931257,27.8519106,84.6507414,305.7
"2668","2041",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,40.71437003,0.000413012,85.43105699,27.8519435,84.6511531,302.7
"2669","2043",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,36.89310307,0.000373923,83.47367377,27.851986,84.6515246,303.3
"2670","2045",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.79085306,0.000109524,87.27866562,27.8519912,84.651634,303
"2671","2047",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.10514296,0.000112737,88.52598845,27.8519941,84.6517467,303.1
"2672","2049",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,14.78761834,0.000150064,93.40009152,27.8519852,84.6518965,304.1
"2673","2051",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,17.7247362,0.000179566,97.32685877,27.8519623,84.6520746,306.6
"2674","2053",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,32.23768223,0.000326028,99.87258199,27.8519064,84.6523958,315.2
"2675","2055",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.39209955,0.00011482,103.6005425,27.8518794,84.6525074,318.8
"2676","2057",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,5.679994402,5.67e-05,110.8634484,27.8518592,84.6525604,319.3
"2677","2059",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,4.920243828,4.95e-05,104.7376749,27.8518466,84.6526083,319.4
"2678","2061",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,21.57941292,0.000219007,93.03616287,27.851835,84.652827,316.2
"2679","2063",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,35.29920675,0.000358302,92.35132704,27.8518203,84.653185,310
"2680","2065",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,36.1608863,0.000366684,95.49292277,27.8517852,84.65355,307.7
"2681","2067",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,41.82753819,0.000424041,96.02385803,27.8517407,84.6539717,308.6
"2682","2069",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.84481935,0.000231427,97.39831926,27.8517109,84.6542012,308.4
"2683","2071",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,18.20059145,0.000183976,100.491477,27.8516774,84.6543821,308.2
"2684","2073",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,15.73057741,0.000158957,100.8787201,27.8516474,84.6545382,310.5
"2685","2075",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.176485512,9.24e-05,104.4121946,27.8516244,84.6546277,313.4
"2686","2077",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,8.936732862,8.93e-05,110.0981691,27.8515937,84.6547116,317
"2687","2079",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,16.90241993,0.000169673,107.0679712,27.8515439,84.6548738,320.7
"2688","2081",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.738710815,9.79e-05,105.8248242,27.8515172,84.654968,322.1
"2689","2083",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,13.06897094,0.00013192,102.0765564,27.8514896,84.655097,321.3
"2690","2085",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.75694943,0.000118789,101.0166926,27.8514669,84.6552136,319.4
"2691","2087",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.166953357,7.27e-05,94.33826679,27.8514614,84.6552861,317.6
"2692","2089",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.25695513,7.37e-05,87.66586631,27.8514644,84.6553597,315.6
"2693","2091",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,20.96704595,0.000212689,85.3884845,27.8514815,84.6555717,309.4
"2694","2093",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.765640466,9.91e-05,87.22419655,27.8514863,84.6556707,307.3
"2695","2095",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.52233679,0.000116965,91.91078437,27.8514824,84.6557876,305.4
"2696","2097",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.002780648,9.13e-05,94.143717,27.8514758,84.6558787,304.1
"2697","2099",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.02562853,0.000101664,95.47506322,27.8514661,84.6559799,302.5
"2698","2101",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.984025081,0.000100976,99.80747333,27.8514489,84.6560794,301.3
"2699","2103",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.220834487,9.23e-05,109.2988362,27.8514184,84.6561665,301.4
"2700","2105",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.94075271,0.000109195,111.2070358,27.8513789,84.6562683,302.5
"2701","2107",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.81904969,0.000107947,111.4071561,27.8513395,84.6563688,304.5
"2702","2109",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,14.45644997,0.00014242,118.8865818,27.8512707,84.6564935,307
"2703","2111",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,21.21717413,0.000209187,118.4640017,27.851171,84.6566774,309.7
"2704","2113",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,96.3378705,0.000946242,120.4891843,27.8506909,84.6574928,314.5
"2705","2115",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,103.0933299,0.001014158,119.6692008,27.8501889,84.658374,307.2
"2706","2117",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,12.16135153,0.000119049,122.2349528,27.8501254,84.6584747,306
"2707","2119",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,12.25768424,0.000119993,122.2331479,27.8500614,84.6585762,304.7
"2708","2121",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.58760648,0.000220948,122.6183694,27.8499423,84.6587623,303.8
"2709","2123",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,19.43797101,0.00018765,129.1605077,27.8498238,84.6589078,304
"2710","2125",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.57017396,0.000102602,126.4789968,27.8497628,84.6589903,302.7
"2711","2127",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.48766625,0.000100718,131.6996789,27.8496958,84.6590655,301.7
"2712","2129",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,16.1067735,0.000153584,135.1582752,27.8495869,84.6591738,301
"2713","2131",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,28.83128172,0.000273675,137.3840952,27.8493855,84.6593591,299.9
"2714","2133",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,18.69491052,0.000176821,139.1737691,27.8492517,84.6594747,299.3
"2715","2135",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,25.380352,0.000236615,146.7599077,27.8490538,84.6596044,298.8
"2716","2137",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,23.2354388,0.000215414,149.9713969,27.8488673,84.6597122,298
"2717","2139",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,89.15571167,0.000821759,153.6064459,27.8481312,84.6600775,303.8
"2718","2141",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,44.81957379,0.00041371,152.6607287,27.8477637,84.6602675,300.7
"2719","2143",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,42.82207748,0.000393943,154.8855767,27.847407,84.6604347,297
"2720","2145",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,20.01324276,0.000183359,157.8272234,27.8472372,84.6605039,295
"2721","2147",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,19.36161456,0.000176761,160.6732404,27.8470704,84.6605624,293.3
"2722","2149",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.17412798,9.26e-05,163.8165461,27.8469815,84.6605882,292.9
"2723","2151",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.14113027,9.16e-05,174.675315,27.8468903,84.6605967,294
"2724","2153",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,21.79583157,0.000196811,175.4829566,27.8466941,84.6606122,297.3
"2725","2155",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,43.83078751,0.000395663,176.6820093,27.8462991,84.6606351,298.7
"2726","2157",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,43.73907756,0.000394802,177.1107801,27.8459048,84.660655,296.1
"2727","2159",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,24.14774833,0.000217988,176.5810622,27.8456872,84.660668,294
"2728","2161",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,20.84064278,0.000188372,172.8334841,27.8455003,84.6606915,292.7
"2729","2163",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.8158779,0.000107105,168.092056,27.8453955,84.6607136,293.1
"2730","2165",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.66377259,0.000106379,161.5309871,27.8452946,84.6607473,293.2
"2731","2167",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,21.6336323,0.00019648,165.7091417,27.8451042,84.6607958,295.6
"2732","2169",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,89.60787337,0.000814667,164.5956064,27.8443188,84.6610122,299.4
"2733","2171",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,19.13247508,0.000174675,160.6418422,27.844154,84.6610701,298
"2734","2173",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,15.02560721,0.000137658,157.8507855,27.8440265,84.661122,296
"2735","2175",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,15.03150587,0.000138547,153.6013983,27.8439024,84.6611836,293.8
"2736","2177",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,63.43989682,0.000586282,151.9050933,27.8433852,84.6614597,293.5
"2737","2179",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,73.17984208,0.000679393,149.1389317,27.842802,84.6618082,292.8
"2738","2181",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,93.93177563,0.000871406,149.5741262,27.8420506,84.6622495,290.6
"2739","2183",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,48.08474703,0.00044346,153.2211596,27.8416547,84.6624493,287.1
"2740","2185",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,26.1846315,0.000239865,157.9368868,27.8414324,84.6625394,289.1
"2741","2187",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,24.70027643,0.000225497,160.6811752,27.8412196,84.662614,291.2
"2742","2189",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.56679427,0.000205061,165.1369763,27.8410214,84.6626666,293
"2743","2191",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,25.76547682,0.000233401,168.9837413,27.8407923,84.6627112,295.6
"2744","2193",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,31.73881094,0.000287122,171.1446019,27.8405086,84.6627554,299.7
"2745","2195",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,30.14141511,0.000272335,173.7178916,27.8402379,84.6627852,298.7
"2746","2197",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,33.8992496,0.00030667,171.1274168,27.8399349,84.6628325,296.1
"2747","2199",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,15.91243841,0.00014367,175.8888111,27.8397916,84.6628428,294
"2748","2201",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,17.23802908,0.000155622,183.6842748,27.8396363,84.6628328,294.6
"2749","2203",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,15.41493586,0.00013921,184.903779,27.8394976,84.6628209,297.2
"2750","2205",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,37.0043789,0.000334354,186.3534385,27.8391653,84.6627839,312.6
"2751","2207",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,19.96926585,0.000180333,184.8032197,27.8389856,84.6627688,314.5
"2752","2209",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,15.73560189,0.000142049,183.3901464,27.8388438,84.6627604,314.3
"2753","2211",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,37.5964067,0.00033939,183.3783568,27.838505,84.6627404,312.2
"2754","2213",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,12.6406541,0.000114297,187.945781,27.8383918,84.6627246,315.3
"2755","2215",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,12.74458102,0.000115007,179.3523362,27.8382768,84.6627259,317
"2756","2217",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,23.65203954,0.000213654,174.3054172,27.8380642,84.6627471,318.2
"2757","2219",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,19.65196952,0.000177427,176.0248195,27.8378872,84.6627594,317.8
"2758","2221",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,18.19043589,0.00016432,185.7279408,27.8377237,84.662743,318.5
"2759","2223",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,23.10292591,0.000210012,195.2670827,27.8375211,84.6626877,320.3
"2760","2225",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.34980274,8.48e-05,192.8072605,27.8374384,84.6626689,321.7
"2761","2227",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.273569211,8.38e-05,187.6081917,27.8373553,84.6626578,323.2
"2762","2229",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,14.07682434,0.000127326,188.5819424,27.8372294,84.6626388,325.4
"2763","2231",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.39718644,0.00010286,181.9499786,27.8371266,84.6626353,327.3
"2764","2233",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,13.50131629,0.000121897,176.0014537,27.837005,84.6626438,329.3
"2765","2235",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.33853295,0.000201735,175.1089926,27.836804,84.662661,332.6
"2766","2237",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,17.53841865,0.000158282,178.1535568,27.8366458,84.6626661,334.9
"2767","2239",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,24.087219,0.000217403,177.5218948,27.8364286,84.6626755,332.2
"2768","2241",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.35768004,0.0002019,184.7730684,27.8362274,84.6626587,321.1
"2769","2243",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.83373321,0.000206116,183.1705784,27.8360216,84.6626473,309.1
"2770","2245",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,30.88431455,0.000279382,188.7913789,27.8357455,84.6626046,298.9
"2771","2247",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,30.23809138,0.000273569,189.0009359,27.8354753,84.6625618,297.1
"2772","2249",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,23.87816562,0.000216827,194.0939238,27.835265,84.662509,299.6
"2773","2251",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,23.56508743,0.000215956,202.3729195,27.8350653,84.6624268,300.8
"2774","2253",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,17.04477116,0.000157107,206.4182647,27.8349246,84.6623569,300
"2775","2255",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,26.64425845,0.000246515,208.8107937,27.8347086,84.6622381,290.8
"2776","2257",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,29.35970165,0.000272058,209.7501057,27.8344724,84.6621031,288
"2777","2259",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,15.84224191,0.000146995,210.5426191,27.8343458,84.6620284,289.8
"2778","2261",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,21.8386379,0.000204504,215.6874959,27.8341797,84.6619091,296
"2779","2263",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.31803443,0.000209003,215.7129522,27.83401,84.6617871,300.5
"2780","2265",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,26.26259555,0.000244266,211.9332787,27.8338027,84.6616579,298.9
"2781","2267",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.503769517,7.1e-05,220.8289704,27.833749,84.6616115,296.7
"2782","2269",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.180930465,6.88e-05,227.0033566,27.8337021,84.6615612,295.2
"2783","2271",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,3.259054217,3.13e-05,228.6247533,27.8336814,84.6615377,294.7
"2784","2273",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,3.892998973,3.62e-05,211.3169266,27.8336505,84.6615189,293.4
"2785","2275",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.678444591,6.98e-05,194.613963,27.833583,84.6615013,291
"2786","2277",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,4.868813736,4.45e-05,200.917433,27.8335414,84.6614854,290.4
"2787","2279",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,4.429834014,4.04e-05,197.4471884,27.8335029,84.6614733,289.7
"2788","2281",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,8.026469642,7.3e-05,196.300998,27.8334328,84.6614528,288.3
"2789","2283",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,23.51980557,0.000215075,200.6932356,27.8332316,84.6613768,285.3
"2790","2285",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.791652868,8.91e-05,195.7686395,27.8331459,84.6613526,283.9
"2791","2287",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.297439055,8.53e-05,203.4102083,27.8330676,84.6613187,281.6
"2792","2289",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,16.69190964,0.000152511,200.0152032,27.8329243,84.6612665,279.4
"2793","2291",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,20.08241845,0.000185146,206.5650512,27.8327587,84.6611837,276.3
"2794","2293",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.832650913,9.26e-05,218.5534903,27.8326863,84.661126,276.4
"2795","2295",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.649003307,8.9e-05,206.8529672,27.8326069,84.6610858,276.8
"2796","2297",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,37.82013969,0.000352683,213.41071,27.8323125,84.6608916,289.4
"2797","2299",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.995880752,7.38e-05,207.2595115,27.8322469,84.6608578,292.3
"2798","2301",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.863825006,7.37e-05,216.1702553,27.8321874,84.6608143,296.4
