fid,field_1,Name,osm_id,code,fclass,ref,oneway,maxspeed,bridge,tunnel,len,distance,angle,y,x,z
"2799","2303",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,6.705546263,6.39e-05,224.7464805,27.832142,84.6607693,303.8
"2800","2305",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.542330082,6.98e-05,208.6956627,27.8320808,84.6607358,309.3
"2801","2307",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.839450171,7.31e-05,213.4509742,27.8320198,84.6606955,315.3
"2802","2309",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,8.352311193,7.59e-05,195.4271776,27.8319466,84.6606753,318.2
"2803","2311",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,15.04440309,0.000137096,197.7080518,27.831816,84.6606336,316.5
"2804","2313",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.780981701,8.87e-05,192.1082958,27.8317293,84.660615,312.9
"2805","2315",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.872969597,8.92e-05,186.0493527,27.8316406,84.6606056,310.2
"2806","2317",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.25731209,0.000102183,193.6418567,27.8315413,84.6605815,314.3
"2807","2319",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.05447426,9.99e-05,186.1501357,27.831442,84.6605708,317.6
"2808","2321",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,45.34775326,0.00041022,188.7918239,27.8310366,84.6605081,299.2
"2809","2323",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.689216531,8.75e-05,184.7201369,27.8309494,84.6605009,298.8
"2810","2325",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.225749522,8.37e-05,192.4248093,27.8308677,84.6604829,299.3
"2811","2327",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.369129018,8.54e-05,197.7983552,27.8307864,84.6604568,300.8
"2812","2329",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,9.449070806,8.61e-05,197.508867,27.8307043,84.6604309,302.6
"2813","2331",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.25125056,0.000204707,205.1504735,27.830519,84.6603439,308
"2814","2333",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.4073335,9.62e-05,208.1635883,27.8304342,84.6602985,311.1
"2815","2335",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.518921,9.64e-05,202.0664102,27.8303449,84.6602623,313.6
"2816","2337",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.288104761,6.69e-05,203.6146664,27.8302836,84.6602355,315.3
"2817","2339",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.155513271,6.58e-05,204.6169662,27.8302238,84.6602081,316.6
"2818","2341",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,6.132469743,5.63e-05,203.2387042,27.8301721,84.6601859,317.8
"2819","2343",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,5.794444942,5.24e-05,189.6598931,27.8301204,84.6601771,318.3
"2820","2345",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.122012109,6.43e-05,185.8878143,27.8300564,84.6601705,318.7
"2821","2347",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,7.635907216,6.89e-05,179.1684796,27.8299875,84.6601715,318.5
"2822","2349",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,11.21500194,0.000101204,179.490466,27.8298863,84.6601724,316.8
"2823","2351",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,14.00693481,0.000126529,185.7150989,27.8297604,84.6601598,315.8
"2824","2353",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,15.88622143,0.000143371,181.7986483,27.8296171,84.6601553,314.3
"2825","2355",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,19.12064626,0.000172581,177.3763327,27.8294447,84.6601632,311.4
"2826","2357",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,5.781995448,5.24e-05,167.5541609,27.8293935,84.6601745,311.1
"2827","2359",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,5.816360046,5.26e-05,170.3766345,27.8293416,84.6601833,311.2
"2828","2361",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,12.90389763,0.000117289,164.8262856,27.8292284,84.660214,310
"2829","2363",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,14.32997242,0.000131332,157.5747782,27.829107,84.6602641,305.7
"2830","2365",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.25929953,0.000205581,152.2881891,27.828925,84.6603597,300.5
"2831","2367",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,8.596350494,8e-05,147.6606229,27.8288574,84.6604025,299.1
"2832","2369",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,12.82571321,0.000120622,142.0375292,27.8287623,84.6604767,296.9
"2833","2371",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,22.92897492,0.000214034,146.0277993,27.8285848,84.6605963,296.2
"2834","2373",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,13.73791982,0.000129504,140.8288826,27.8284844,84.6606781,297.5
"2835","2375",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,13.64050282,0.000128167,142.5131773,27.8283827,84.6607561,298.1
"2836","2377",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.14910222,9.6e-05,139.1397431,27.8283101,84.6608189,299
"2837","2379",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,10.75487884,0.000101445,140.5198463,27.8282318,84.6608834,302.6
"2838","2381",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,20.04142328,0.00019177,133.4153126,27.8281,84.6610227,305.6
"2839","2383",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,26.17945674,0.000250569,133.285844,27.8279282,84.6612051,304.3
"2840","2385",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,27.19835057,0.000262985,128.3297632,27.8277651,84.6614114,300.5
"2841","2387",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,48.91284216,0.000474626,126.5874168,27.8274822,84.6617925,307.6
"2842","2389",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,50.82939736,0.000494833,124.9683058,27.8271986,84.662198,298.7
"2843","2391",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,45.39115255,0.000441715,125.1652311,27.8269442,84.6625591,292.4
"2844","2393",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,29.78064001,0.000289155,126.2794038,27.8267731,84.6627922,299.7
"2845","2395",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,63.71919086,0.000620241,125.0275888,27.8264171,84.6633001,298.9
"2846","2397",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,88.64169164,0.000862105,125.4488304,27.8259171,84.6640024,303.6
"2847","2399",Prithvi Rajmarg,"27032883","5112",trunk,H04,B,"0",F,F,87.47043246,0.00085117,125.180068,27.8254267,84.6646981,305.5
"2848","3169",Mowa Khola Bridge,"140332495","5112",trunk,H04,B,"0",T,F,27.71602814,0.000271176,122.424198,27.8252813,84.664927,302.8
"2849","7071",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,30.81439166,0.000297761,128.6327621,27.8250954,84.6651596,300.4
"2850","7073",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,11.0354851,0.000104641,137.8662721,27.8250178,84.6652298,300.5
"2851","7075",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,21.15910067,0.000200357,138.5611981,27.8248676,84.6653624,301.8
"2852","7077",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,21.39732747,0.000201865,140.4270123,27.824712,84.665491,304
"2853","7079",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,25.50464334,0.000237884,146.470256,27.8245137,84.6656224,302.5
"2854","7081",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,44.94309414,0.000419438,146.1394437,27.8241654,84.6658561,305.2
"2855","7083",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,57.53640919,0.00053608,147.0599198,27.8237155,84.6661476,306.1
"2856","7085",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,43.9133031,0.000407636,149.1881062,27.8233654,84.6663564,300.3
"2857","7087",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,43.3073092,0.000401753,149.5669939,27.823019,84.6665599,301.6
"2858","7089",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,22.65023901,0.000209538,151.2455101,27.8228353,84.6666607,299.5
"2859","7091",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,22.65754363,0.00021031,149.2278049,27.8226546,84.6667683,306
"2860","7093",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,24.24483627,0.000225442,148.1993592,27.822463,84.6668871,314.5
"2861","7095",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,23.54319441,0.000219775,145.999017,27.8222808,84.66701,321.1
"2862","7097",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,18.02821755,0.000166666,151.6666475,27.8221341,84.6670891,316.9
"2863","7099",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,10.51644075,9.71e-05,152.7748884,27.8220478,84.6671335,310.7
"2864","7101",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,7.912708263,7.42e-05,143.2690197,27.8219883,84.6671779,305.1
"2865","7103",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,8.337577479,7.63e-05,158.4773999,27.8219173,84.6672059,302.8
"2866","7105",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,6.593051272,5.96e-05,172.5768814,27.8218582,84.6672136,305.7
"2867","7107",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,10.25075156,9.26e-05,185.2056348,27.821766,84.6672052,311.8
"2868","7109",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,17.10952265,0.000154605,186.5366336,27.8216124,84.6671876,320.4
"2869","7111",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,15.163658,0.000137109,187.9232593,27.8214766,84.6671687,324.5
"2870","7113",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,12.68480945,0.000115495,196.9130689,27.8213661,84.6671351,327.6
"2871","7115",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,6.877907755,6.36e-05,208.2580296,27.8213101,84.667105,328.2
"2872","7117",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,6.801827927,6.41e-05,218.8553086,27.8212602,84.6670648,329.5
"2873","7119",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,5.161932834,4.92e-05,224.8353574,27.8212253,84.6670301,330.7
"2874","7121",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,6.825485869,6.42e-05,217.9767522,27.8211747,84.6669906,331.8
"2875","7123",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,9.150746643,8.6e-05,217.3897846,27.8211064,84.6669384,333.3
"2876","7125",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,10.77052904,0.000106779,244.7788848,27.8210609,84.6668418,338.2
"2877","7127",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,4.776037842,4.81e-05,256.9161931,27.82105,84.6667949,340.6
"2878","7129",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,4.206998464,4.22e-05,252.3381107,27.8210372,84.6667547,342.4
"2879","7131",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,7.56186111,7.56e-05,250.1269655,27.8210115,84.6666836,345
"2880","7133",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,7.131661159,7.07e-05,244.5227127,27.8209811,84.6666198,349.2
"2881","7135",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,5.202813381,5.15e-05,243.5842859,27.8209582,84.6665737,353.2
"2882","7137",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,5.552603898,5.32e-05,227.4366482,27.8209222,84.6665345,355.9
"2883","7139",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,5.625468119,5.44e-05,231.4224896,27.8208883,84.666492,359.4
"2884","7141",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,5.032710157,4.72e-05,216.1166886,27.8208502,84.6664642,361.2
"2885","7143",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,5.672898598,5.24e-05,208.2267494,27.820804,84.6664394,362
"2886","7145",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,5.17809017,4.83e-05,213.4267918,27.8207637,84.6664128,362.9
"2887","7147",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,5.800805856,5.29e-05,197.9552107,27.8207134,84.6663965,361.8
"2888","7149",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,5.247513929,4.74e-05,186.6604257,27.8206663,84.666391,359.5
"2889","7151",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,25.53753434,0.000230726,186.1454861,27.8204369,84.6663663,345.3
"2890","7153",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,24.74534833,0.000223591,186.3939587,27.8202147,84.6663414,333.9
"2891","7155",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,23.11076381,0.000209064,188.804504,27.8200081,84.6663094,330.9
"2892","7157",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,17.25863754,0.000155751,181.4716295,27.8198524,84.6663054,320.4
"2893","7159",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,15.13642342,0.000136693,184.8680689,27.8197162,84.6662938,311.9
"2894","7161",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,16.01445823,0.000144517,180.8722559,27.8195717,84.6662916,314.3
"2895","7163",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,13.81159361,0.000124697,176.0453298,27.8194473,84.6663002,315.7
"2896","7165",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,14.27962876,0.000129085,172.5666784,27.8193193,84.6663169,313.3
"2897","7167",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,16.92031103,0.000154387,161.1425582,27.8191732,84.6663668,308.5
"2898","7169",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,13.94208841,0.000127458,159.5176132,27.8190538,84.6664114,316.5
"2899","7171",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,12.16158148,0.00011144,157.6925753,27.8189507,84.6664537,325.2
"2900","7173",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,9.724321295,9.01e-05,150.0501257,27.8188726,84.6664987,331.7
"2901","7175",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,8.399468888,7.83e-05,146.7767315,27.8188071,84.6665416,335.5
"2902","7177",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,12.67617441,0.000117682,149.1197406,27.8187061,84.666602,340.2
"2903","7179",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,11.94524371,0.000112248,142.4563056,27.8186171,84.6666704,342.5
"2904","7181",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,14.76669096,0.000141348,133.2226232,27.8185203,84.6667734,338.4
"2905","7183",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,15.63719516,0.000150496,130.5806475,27.8184224,84.6668877,333.1
"2906","7185",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,31.54620238,0.00030326,131.1361599,27.8182229,84.6671161,324.7
"2907","7187",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,21.14845262,0.000204741,127.6982666,27.8180977,84.6672781,324.2
"2908","7189",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,21.07565924,0.000205976,122.9725576,27.8179856,84.6674509,329.2
"2909","7191",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,11.61426062,0.000113121,124.7015603,27.8179212,84.6675439,330.6
"2910","7193",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,13.02650429,0.000127593,121.8340247,27.8178539,84.6676523,329.9
"2911","7195",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,20.1130981,0.000198966,116.4749028,27.8177652,84.6678304,326.5
"2912","7197",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,23.66455782,0.000234636,115.1452368,27.8176655,84.6680428,327
"2913","7199",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,22.80238922,0.000228207,109.1336432,27.8175907,84.6682584,323.8
"2914","7201",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,17.09408327,0.000170096,112.9774407,27.8175243,84.668415,319.7
"2915","7203",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,15.06856861,0.000148926,116.9951916,27.8174567,84.6685477,313.9
"2916","7205",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,14.95359414,0.000147019,119.8608939,27.8173835,84.6686752,311.9
"2917","7207",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,15.05555326,0.000146,126.8698976,27.8172959,84.668792,313.2
"2918","7209",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,16.56629985,0.000160916,126.0509336,27.8172012,84.6689221,313.8
"2919","7211",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,9.521369874,9.25e-05,126.0273734,27.8171468,84.6689969,313.6
"2920","7213",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,9.472339641,9.24e-05,123.707258,27.8170955,84.6690738,312.7
"2921","7215",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,10.75201523,0.000107046,112.636334,27.8170543,84.6691726,309.1
"2922","7217",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,10.58054218,0.000106523,104.349332,27.8170279,84.6692758,306.8
"2923","7219",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,17.60284891,0.000176499,107.7471451,27.8169741,84.6694439,301.9
"2924","7221",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,27.90641428,0.000280232,106.5660759,27.8168942,84.6697125,300.3
"2925","7223",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,26.08472846,0.000261465,107.9775902,27.8168135,84.6699612,302
"2926","7225",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,29.22964357,0.000292082,110.2093589,27.8167126,84.6702353,313.7
"2927","7227",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,20.87533919,0.00021039,103.3559128,27.816664,84.67044,316.1
"2928","7229",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,15.97913428,0.000161621,99.2933086,27.8166379,84.6705995,314.7
"2929","7231",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,17.80896457,0.00018074,91.20471431,27.8166341,84.6707802,299.4
"2930","7233",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,21.27410469,0.000215727,85.2937048,27.8166518,84.6709952,291.8
"2931","7235",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,13.49238365,0.000136911,92.30231842,27.8166463,84.671132,293.9
"2932","7237",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,12.26612471,0.000124474,91.97969293,27.816642,84.6712564,295.5
"2933","7239",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,14.57609374,0.000147639,97.12020279,27.8166237,84.6714029,299.1
"2934","7241",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,12.70279928,0.000127788,105.058497,27.8165905,84.6715263,304.2
"2935","7243",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,30.93167814,0.000312395,101.1480703,27.8165301,84.6718328,308.3
"2936","7245",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,19.50169925,0.000195055,109.5589799,27.8164648,84.6720166,309.7
"2937","7247",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,19.86557076,0.000199727,105.5671074,27.8164112,84.672209,308.6
"2938","7249",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,29.62588556,0.000295606,111.2003262,27.8163043,84.6724846,299.1
"2939","7251",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,22.84587425,0.000230654,101.5291568,27.8162582,84.6727106,292.8
"2940","7253",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,11.77573352,0.000118625,103.8019541,27.8162299,84.6728258,292.2
"2941","7255",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,11.60542314,0.000117561,96.93761786,27.8162157,84.6729425,294.6
"2942","7257",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,26.17700266,0.000265371,95.3840393,27.8161908,84.6732067,302.4
"2943","7259",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,15.2808454,0.000154552,99.34652407,27.8161657,84.6733592,308.2
"2944","7261",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,17.2411755,0.000174885,93.80317837,27.8161541,84.6735337,308.2
"2945","7263",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,12.89223466,0.000130442,98.81963119,27.8161341,84.6736626,308.6
"2946","7265",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,10.10822037,0.000102281,98.71634955,27.8161186,84.6737637,308.3
"2947","7267",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,4.904911579,4.96e-05,98.4565705,27.8161113,84.6738128,308.1
"2948","7269",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,5.577394155,5.6e-05,107.3662425,27.8160946,84.6738662,308.7
"2949","7271",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,7.505318518,7.52e-05,108.2903845,27.816071,84.6739376,309.9
"2950","7273",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,7.037554658,6.91e-05,120.4235146,27.816036,84.6739972,312
"2951","7275",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,17.82105801,0.000177066,113.8869226,27.8159643,84.6741591,315.2
"2952","7277",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,20.97590726,0.000208901,112.4278741,27.8158846,84.6743522,314.9
"2953","7279",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,26.3304248,0.000264639,105.8323866,27.8158124,84.6746068,315.7
"2954","7281",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,41.73336967,0.000421683,100.5904419,27.8157349,84.6750213,322.5
"2955","7283",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,26.74542776,0.000269946,101.8427462,27.8156795,84.6752855,325.6
"2956","7285",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,20.2069901,0.000203745,102.9039823,27.815634,84.6754841,321.4
"2957","7287",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,14.99160509,0.000151151,102.9605223,27.8156001,84.6756314,316.8
"2958","7289",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,14.55028295,0.000145781,108.3106632,27.8155543,84.6757698,312.1
"2959","7291",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,27.79042393,0.000278687,107.6287518,27.8154699,84.6760354,308.8
"2960","7293",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,14.4368723,0.000144522,108.9364308,27.815423,84.6761721,306.8
"2961","7295",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,7.198152219,7.18e-05,111.4901835,27.8153967,84.6762389,305.7
"2962","7297",Prithvi Rajmarg,"302727042","5112",trunk,H04,B,"0",F,F,6.840097989,6.75e-05,118.122444,27.8153649,84.6762984,304.7
