id,fid,X,Y,Z,name,ref,oneway,maxspeed,bridge,tunnel
4979,45,588567.6457,3076694.174,391.9,Prithvi Rajmarg,H04,B,0,F,F
4980,45,588610.6439,3076694.743,395.6,Prithvi Rajmarg,H04,B,0,F,F
4981,45,588635.4873,3076694.515,399.8,Prithvi Rajmarg,H04,B,0,F,F
4982,45,588746.0593,3076663.352,398.4,Prithvi Rajmarg,H04,B,0,F,F
4983,45,588803.9872,3076639.573,405.1,Prithvi Rajmarg,H04,B,0,F,F
4984,45,588859.1707,3076624.596,412.2,Prithvi Rajmarg,H04,B,0,F,F
4985,45,588928.3187,3076622.886,405.8,Prithvi Rajmarg,H04,B,0,F,F
4986,45,589005.8918,3076650.727,389.4,Prithvi Rajmarg,H04,B,0,F,F
4987,45,589108.9172,3076634.307,393.5,Prithvi Rajmarg,H04,B,0,F,F
4988,45,589173.0163,3076631.764,398.6,Prithvi Rajmarg,H04,B,0,F,F
4989,45,589206.0819,3076628.328,401.8,Prithvi Rajmarg,H04,B,0,F,F
4990,45,589238.2452,3076621.638,401.2,Prithvi Rajmarg,H04,B,0,F,F
4991,45,589274.6621,3076615.412,401.2,Prithvi Rajmarg,H04,B,0,F,F
4992,45,589405.1049,3076591.926,401,Prithvi Rajmarg,H04,B,0,F,F
4993,45,589438.6613,3076582.1,401.5,Prithvi Rajmarg,H04,B,0,F,F
4994,45,589461.8281,3076563.399,404.9,Prithvi Rajmarg,H04,B,0,F,F
4995,45,589479.9307,3076541.923,407.5,Prithvi Rajmarg,H04,B,0,F,F
4996,45,589487.8456,3076518.92,407.8,Prithvi Rajmarg,H04,B,0,F,F
4997,45,589487.9673,3076494.419,404.1,Prithvi Rajmarg,H04,B,0,F,F
4998,45,589475.434,3076456.858,401.2,Prithvi Rajmarg,H04,B,0,F,F
4999,45,589451.5001,3076400.486,404.9,Prithvi Rajmarg,H04,B,0,F,F
5000,45,589451.702,3076373.104,403.8,Prithvi Rajmarg,H04,B,0,F,F
5001,45,589459.526,3076354.422,402.7,Prithvi Rajmarg,H04,B,0,F,F
5002,45,589487.8449,3076337.344,402.3,Prithvi Rajmarg,H04,B,0,F,F
5003,45,589521.1708,3076336.149,400,Prithvi Rajmarg,H04,B,0,F,F
5004,45,589665.8109,3076333.516,385,Prithvi Rajmarg,H04,B,0,F,F
5005,45,589711.7618,3076338.765,389.4,Prithvi Rajmarg,H04,B,0,F,F
5006,45,589756.5922,3076352.937,389.5,Prithvi Rajmarg,H04,B,0,F,F
5007,45,589981.9877,3076445.944,386,Prithvi Rajmarg,H04,B,0,F,F
5008,45,590015.8429,3076459.726,383.8,Prithvi Rajmarg,H04,B,0,F,F
5009,45,590042.0561,3076464.874,384.6,Prithvi Rajmarg,H04,B,0,F,F
5010,45,590064.4274,3076465.871,386.8,Prithvi Rajmarg,H04,B,0,F,F
5011,45,590082.4121,3076464.431,386.8,Prithvi Rajmarg,H04,B,0,F,F
5012,45,590104.148,3076460.758,384.8,Prithvi Rajmarg,H04,B,0,F,F
5013,45,590140.7144,3076443.831,386.1,Prithvi Rajmarg,H04,B,0,F,F
5014,45,590179.2329,3076418.839,392.8,Prithvi Rajmarg,H04,B,0,F,F
5015,45,590236.2697,3076363.09,389.5,Prithvi Rajmarg,H04,B,0,F,F
5016,45,590254.0411,3076345.291,390.9,Prithvi Rajmarg,H04,B,0,F,F
5017,45,590262.7656,3076313.042,395.5,Prithvi Rajmarg,H04,B,0,F,F
5018,45,590261.9108,3076282.239,404.3,Prithvi Rajmarg,H04,B,0,F,F
5019,45,590266.4003,3076260.263,412.2,Prithvi Rajmarg,H04,B,0,F,F
5020,45,590284.1746,3076222.252,420.3,Prithvi Rajmarg,H04,B,0,F,F
5021,45,590334.3178,3076159.47,415,Prithvi Rajmarg,H04,B,0,F,F
5022,45,590386.0959,3076111.439,407.1,Prithvi Rajmarg,H04,B,0,F,F
5023,45,590451.3947,3076068.695,406.8,Prithvi Rajmarg,H04,B,0,F,F
5024,45,590541.8424,3076022.028,390.2,Prithvi Rajmarg,H04,B,0,F,F
5025,32,590562.0016,3076011.883,387.9,Pokhare khola,H04,B,0,T,F
5026,35,590588.3362,3076002.206,386.9,Prithvi Rajmarg,H04,B,0,F,F
5027,35,590621.3542,3076001.488,386.8,Prithvi Rajmarg,H04,B,0,F,F
5028,35,590657.3506,3075991.241,387.2,Prithvi Rajmarg,H04,B,0,F,F
5029,35,590690.2961,3075972.548,387.8,Prithvi Rajmarg,H04,B,0,F,F
5030,35,590713.1805,3075948.527,390.4,Prithvi Rajmarg,H04,B,0,F,F
5031,35,590736.1851,3075915.055,395.7,Prithvi Rajmarg,H04,B,0,F,F
5032,35,590759.028,3075875.541,400.4,Prithvi Rajmarg,H04,B,0,F,F
5033,35,590770.4488,3075858.516,400.6,Prithvi Rajmarg,H04,B,0,F,F
5034,35,590794.1277,3075836.363,399.4,Prithvi Rajmarg,H04,B,0,F,F
5035,35,590816.6701,3075827.833,396.4,Prithvi Rajmarg,H04,B,0,F,F
5036,35,590834.4329,3075810.091,396.1,Prithvi Rajmarg,H04,B,0,F,F
5037,35,590855.7179,3075761.556,409.7,Prithvi Rajmarg,H04,B,0,F,F
5038,35,590868.5397,3075748.288,412.7,Prithvi Rajmarg,H04,B,0,F,F
5039,35,590885.3007,3075736.7,413.6,Prithvi Rajmarg,H04,B,0,F,F
5040,35,590970.0761,3075729.489,408.4,Prithvi Rajmarg,H04,B,0,F,F
5041,35,591038.513,3075711.695,409.5,Prithvi Rajmarg,H04,B,0,F,F
5042,35,591073.4601,3075703.546,407.4,Prithvi Rajmarg,H04,B,0,F,F
5043,35,591102.8288,3075700.73,401.4,Prithvi Rajmarg,H04,B,0,F,F
5044,35,591226.8907,3075691.578,394.4,Prithvi Rajmarg,H04,B,0,F,F
5045,35,591262.2973,3075689.184,403,Prithvi Rajmarg,H04,B,0,F,F
5046,35,591300.8628,3075692.633,400.2,Prithvi Rajmarg,H04,B,0,F,F
5047,35,591409.5853,3075709.077,398.2,Prithvi Rajmarg,H04,B,0,F,F
5048,35,591586.2276,3075746.292,404.4,Prithvi Rajmarg,H04,B,0,F,F
5049,35,591707.5091,3075807.737,403.5,Prithvi Rajmarg,H04,B,0,F,F
5050,35,591759.6375,3075862.887,395.6,Prithvi Rajmarg,H04,B,0,F,F
5051,35,591793.3224,3075942.134,395.5,Prithvi Rajmarg,H04,B,0,F,F
5052,35,591805.2396,3075967.79,397.6,Prithvi Rajmarg,H04,B,0,F,F
5053,35,591818.3438,3075988.945,397,Prithvi Rajmarg,H04,B,0,F,F
5054,35,591907.7139,3076077.556,401.3,Prithvi Rajmarg,H04,B,0,F,F
5055,35,591940.5993,3076103.438,402.6,Prithvi Rajmarg,H04,B,0,F,F
5056,35,591976.8518,3076116.734,409.7,Prithvi Rajmarg,H04,B,0,F,F
5057,35,592014.947,3076128.714,416.6,Prithvi Rajmarg,H04,B,0,F,F
5058,35,592044.5772,3076142.004,417.1,Prithvi Rajmarg,H04,B,0,F,F
5059,35,592088.5987,3076175.551,419.9,Prithvi Rajmarg,H04,B,0,F,F
5060,35,592125.8612,3076208.913,413.8,Prithvi Rajmarg,H04,B,0,F,F
5061,35,592155.9366,3076225.809,412.8,Prithvi Rajmarg,H04,B,0,F,F
5062,35,592426.4611,3076349.802,426.3,Prithvi Rajmarg,H04,B,0,F,F
5063,35,592569.1845,3076415.221,437.2,Prithvi Rajmarg,H04,B,0,F,F
5064,35,592664.4112,3076451.986,443.1,Prithvi Rajmarg,H04,B,0,F,F
5065,35,592679.0666,3076454.281,443,Prithvi Rajmarg,H04,B,0,F,F
5066,35,592694.923,3076454.17,443.2,Prithvi Rajmarg,H04,B,0,F,F
5067,35,592808.0192,3076455.566,451.7,Prithvi Rajmarg,H04,B,0,F,F
5068,35,592871.4132,3076466.934,458.4,Prithvi Rajmarg,H04,B,0,F,F
5069,35,592920.6993,3076510.01,458.2,Prithvi Rajmarg,H04,B,0,F,F
5070,35,592993.2766,3076602.414,451.9,Prithvi Rajmarg,H04,B,0,F,F
5071,35,593023.5058,3076636.246,457.8,Prithvi Rajmarg,H04,B,0,F,F
5072,35,593093.5775,3076714.668,459,Prithvi Rajmarg,H04,B,0,F,F
5073,35,593148.2816,3076769.267,452.4,Prithvi Rajmarg,H04,B,0,F,F
5074,35,593163.7228,3076793.644,452.9,Prithvi Rajmarg,H04,B,0,F,F
5075,35,593180.0272,3076837.765,451.1,Prithvi Rajmarg,H04,B,0,F,F
5076,35,593186.8712,3076861.433,449.7,Prithvi Rajmarg,H04,B,0,F,F
5077,35,593219.069,3076968.478,455.9,Prithvi Rajmarg,H04,B,0,F,F
5078,35,593247.5736,3077071.327,451.6,Prithvi Rajmarg,H04,B,0,F,F
5079,35,593277.7644,3077208.554,437.5,Prithvi Rajmarg,H04,B,0,F,F
5080,35,593284.3838,3077230.614,435.1,Prithvi Rajmarg,H04,B,0,F,F
5081,35,593298.9087,3077256.148,435.6,Prithvi Rajmarg,H04,B,0,F,F
5082,35,593318.6674,3077271.227,435.2,Prithvi Rajmarg,H04,B,0,F,F
5083,35,593391.6465,3077306.609,429.3,Prithvi Rajmarg,H04,B,0,F,F
5084,35,593471.9237,3077337.259,420.6,Prithvi Rajmarg,H04,B,0,F,F
5085,35,593488.9331,3077343.364,418.6,Prithvi Rajmarg,H04,B,0,F,F
5086,35,593507.3193,3077345.988,420.1,Prithvi Rajmarg,H04,B,0,F,F
5087,35,593582.7438,3077350.382,421.4,Prithvi Rajmarg,H04,B,0,F,F
5088,35,593606.1604,3077358.73,422.9,Prithvi Rajmarg,H04,B,0,F,F
5089,35,593629.2071,3077367.751,425.9,Prithvi Rajmarg,H04,B,0,F,F
5090,35,593650.384,3077380.294,426,Prithvi Rajmarg,H04,B,0,F,F
5091,35,593682.3087,3077398.238,422.2,Prithvi Rajmarg,H04,B,0,F,F
5092,35,593710.0224,3077420.45,418.4,Prithvi Rajmarg,H04,B,0,F,F
5093,35,593726.3777,3077439.77,413.2,Prithvi Rajmarg,H04,B,0,F,F
5094,35,593757.9925,3077479.921,406.9,Prithvi Rajmarg,H04,B,0,F,F
5095,35,593771.4078,3077495.861,406.4,Prithvi Rajmarg,H04,B,0,F,F
5096,35,593790.1427,3077518.336,405.8,Prithvi Rajmarg,H04,B,0,F,F
5097,35,593808.5314,3077534.603,406.4,Prithvi Rajmarg,H04,B,0,F,F
5098,35,593822.1812,3077543.153,406.4,Prithvi Rajmarg,H04,B,0,F,F
5099,35,593838.8209,3077548.59,406.5,Prithvi Rajmarg,H04,B,0,F,F
5100,35,593857.2506,3077550.639,405.7,Prithvi Rajmarg,H04,B,0,F,F
5101,39,593906.814,3077545.437,400.7,Belkhu Khola Bridge,H04,B,0,T,F
5102,39,593966.7517,3077539.141,396.9,Belkhu Khola Bridge,H04,B,0,T,F
5103,44,593991.0012,3077537.833,401.3,Prithvi Rajmarg,H04,B,0,F,F
5104,44,594004.6414,3077539.967,404.5,Prithvi Rajmarg,H04,B,0,F,F
5105,44,594016.6678,3077544.371,406.6,Prithvi Rajmarg,H04,B,0,F,F
5106,44,594028.5613,3077557.03,406.5,Prithvi Rajmarg,H04,B,0,F,F
5107,44,594086.5194,3077615.372,403,Prithvi Rajmarg,H04,B,0,F,F
5108,44,594103.5749,3077629.424,400.3,Prithvi Rajmarg,H04,B,0,F,F
5109,44,594117.9665,3077640.108,400,Prithvi Rajmarg,H04,B,0,F,F
5110,44,594176.7868,3077671.073,401,Prithvi Rajmarg,H04,B,0,F,F
5111,44,594309.7017,3077774.46,414.5,Prithvi Rajmarg,H04,B,0,F,F
5112,44,594333.5175,3077792.11,414.7,Prithvi Rajmarg,H04,B,0,F,F
5113,44,594350.3445,3077799.999,415,Prithvi Rajmarg,H04,B,0,F,F
5114,44,594371.0468,3077806.233,415.6,Prithvi Rajmarg,H04,B,0,F,F
5115,44,594391.5666,3077808.066,416.8,Prithvi Rajmarg,H04,B,0,F,F
5116,44,594411.8891,3077804.866,418.9,Prithvi Rajmarg,H04,B,0,F,F
5117,44,594432.7762,3077796.23,419.9,Prithvi Rajmarg,H04,B,0,F,F
5118,44,594494.6265,3077761.87,423.7,Prithvi Rajmarg,H04,B,0,F,F
5119,44,594513.5775,3077751.346,425.7,Prithvi Rajmarg,H04,B,0,F,F
5120,44,594531.8083,3077743.475,426.7,Prithvi Rajmarg,H04,B,0,F,F
5121,44,594559.022,3077732.229,425.9,Prithvi Rajmarg,H04,B,0,F,F
5122,44,594607.9397,3077715.034,426.6,Prithvi Rajmarg,H04,B,0,F,F
5123,44,594677.6264,3077686.721,437,Prithvi Rajmarg,H04,B,0,F,F
5124,44,594716.303,3077668.749,434.4,Prithvi Rajmarg,H04,B,0,F,F
5125,44,594739.5277,3077653.57,436.2,Prithvi Rajmarg,H04,B,0,F,F
5126,44,594758.9349,3077640.191,438.3,Prithvi Rajmarg,H04,B,0,F,F
5127,44,594776.9962,3077627.577,439.8,Prithvi Rajmarg,H04,B,0,F,F
5128,44,594797.4398,3077611.457,442.3,Prithvi Rajmarg,H04,B,0,F,F
5129,44,594818.4183,3077589.956,442.8,Prithvi Rajmarg,H04,B,0,F,F
5130,44,594828.3031,3077578.375,442,Prithvi Rajmarg,H04,B,0,F,F
5131,44,594864.1453,3077533.607,439.6,Prithvi Rajmarg,H04,B,0,F,F
5132,44,594900.2134,3077483.942,442.4,Prithvi Rajmarg,H04,B,0,F,F
5133,44,594968.4278,3077384.705,439.1,Prithvi Rajmarg,H04,B,0,F,F
5134,44,594990.9024,3077353.441,437.3,Prithvi Rajmarg,H04,B,0,F,F
5135,44,595013.8404,3077327.179,440.7,Prithvi Rajmarg,H04,B,0,F,F
5136,44,595040.7731,3077309.215,442.4,Prithvi Rajmarg,H04,B,0,F,F
5137,44,595120.3412,3077266.498,445.6,Prithvi Rajmarg,H04,B,0,F,F
5138,44,595165.6116,3077242.306,445.3,Prithvi Rajmarg,H04,B,0,F,F
5139,44,595182.8944,3077229.819,446.6,Prithvi Rajmarg,H04,B,0,F,F
5140,44,595200.8967,3077214.811,442.6,Prithvi Rajmarg,H04,B,0,F,F
5141,44,595211.922,3077201.134,442.6,Prithvi Rajmarg,H04,B,0,F,F
5142,44,595225.7315,3077181.738,443.3,Prithvi Rajmarg,H04,B,0,F,F
5143,44,595241.597,3077150.257,448.5,Prithvi Rajmarg,H04,B,0,F,F
5144,44,595249.9646,3077136.226,451.1,Prithvi Rajmarg,H04,B,0,F,F
5145,44,595259.5841,3077125.918,452.7,Prithvi Rajmarg,H04,B,0,F,F
5146,44,595280.2651,3077116.151,453.5,Prithvi Rajmarg,H04,B,0,F,F
5147,44,595341.1604,3077103.752,449.1,Prithvi Rajmarg,H04,B,0,F,F
5148,44,595412.5882,3077091.536,443.4,Prithvi Rajmarg,H04,B,0,F,F
5149,44,595434.2984,3077093.757,443.7,Prithvi Rajmarg,H04,B,0,F,F
5150,44,595444.7926,3077097.53,443.3,Prithvi Rajmarg,H04,B,0,F,F
5151,44,595453.6489,3077102.82,442.6,Prithvi Rajmarg,H04,B,0,F,F
5152,44,595488.4639,3077125.158,431,Prithvi Rajmarg,H04,B,0,F,F
5153,44,595503.886,3077126.288,429.7,Prithvi Rajmarg,H04,B,0,F,F
5154,44,595522.5869,3077123.997,428.6,Prithvi Rajmarg,H04,B,0,F,F
5155,44,595534.1311,3077119.556,428,Prithvi Rajmarg,H04,B,0,F,F
5156,44,595552.7744,3077112.056,426.3,Prithvi Rajmarg,H04,B,0,F,F
5157,44,595572.7267,3077101.02,425,Prithvi Rajmarg,H04,B,0,F,F
5158,44,595586.5017,3077092.341,424.2,Prithvi Rajmarg,H04,B,0,F,F
5159,44,595597.8214,3077083.897,424,Prithvi Rajmarg,H04,B,0,F,F
5160,44,595607.2888,3077070.418,425.8,Prithvi Rajmarg,H04,B,0,F,F
5161,44,595613.3608,3077056.403,427.6,Prithvi Rajmarg,H04,B,0,F,F
5162,44,595621.4683,3077032.94,426.3,Prithvi Rajmarg,H04,B,0,F,F
5163,44,595626.5324,3077009.308,425.4,Prithvi Rajmarg,H04,B,0,F,F
5164,44,595630.2221,3076986.265,424.3,Prithvi Rajmarg,H04,B,0,F,F
5165,44,595641.4712,3076919.307,418.1,Prithvi Rajmarg,H04,B,0,F,F
5166,44,595642.9947,3076899.803,419.3,Prithvi Rajmarg,H04,B,0,F,F
5167,44,595643.8908,3076886.135,419.2,Prithvi Rajmarg,H04,B,0,F,F
5168,44,595640.7697,3076860.81,418.3,Prithvi Rajmarg,H04,B,0,F,F
5169,44,595621.8067,3076800.064,423.2,Prithvi Rajmarg,H04,B,0,F,F
5170,25,595622.6726,3076787.726,428.9,Chiraundi Khola Bridge,H04,B,0,T,F
5171,25,595632.1943,3076777.395,429.7,Chiraundi Khola Bridge,H04,B,0,T,F
5172,42,595658.7635,3076773.315,421.9,Prithvi Rajmarg,H04,B,0,F,F
5173,42,595672.5255,3076773.834,420.3,Prithvi Rajmarg,H04,B,0,F,F
5174,42,595686.6043,3076770.432,420.1,Prithvi Rajmarg,H04,B,0,F,F
5175,42,595705.6594,3076757.04,421.8,Prithvi Rajmarg,H04,B,0,F,F
5176,42,595785.3061,3076655.226,428,Prithvi Rajmarg,H04,B,0,F,F
5177,42,595826.5422,3076617.031,428.2,Prithvi Rajmarg,H04,B,0,F,F
5178,42,595871.9534,3076581.739,421.3,Prithvi Rajmarg,H04,B,0,F,F
5179,42,595884.2558,3076571.22,419.8,Prithvi Rajmarg,H04,B,0,F,F
5180,42,595897.1043,3076556.449,418.2,Prithvi Rajmarg,H04,B,0,F,F
5181,42,595904.0107,3076546.663,417.2,Prithvi Rajmarg,H04,B,0,F,F
5182,42,595910.2488,3076534.156,416.7,Prithvi Rajmarg,H04,B,0,F,F
5183,42,595915.9347,3076521.701,417.8,Prithvi Rajmarg,H04,B,0,F,F
5184,42,595917.6188,3076510.61,419.9,Prithvi Rajmarg,H04,B,0,F,F
5185,42,595917.6021,3076497.765,422.5,Prithvi Rajmarg,H04,B,0,F,F
5186,42,595911.4991,3076486.956,425.4,Prithvi Rajmarg,H04,B,0,F,F
5187,42,595901.1108,3076477.211,428.5,Prithvi Rajmarg,H04,B,0,F,F
5188,42,595860.0525,3076451.686,435.1,Prithvi Rajmarg,H04,B,0,F,F
5189,42,595849.6804,3076442.383,435.6,Prithvi Rajmarg,H04,B,0,F,F
5190,42,595842.9304,3076431.126,438.4,Prithvi Rajmarg,H04,B,0,F,F
5191,42,595840.7714,3076418.775,440.4,Prithvi Rajmarg,H04,B,0,F,F
5192,42,595841.5858,3076406.746,442.5,Prithvi Rajmarg,H04,B,0,F,F
5193,42,595846.1071,3076393.262,447.5,Prithvi Rajmarg,H04,B,0,F,F
5194,42,595873.6229,3076359.302,441.6,Prithvi Rajmarg,H04,B,0,F,F
5195,42,595887.7422,3076332.141,440.1,Prithvi Rajmarg,H04,B,0,F,F
5196,42,595897.7726,3076298.664,441.6,Prithvi Rajmarg,H04,B,0,F,F
5197,42,595912.9468,3076266.479,455.3,Prithvi Rajmarg,H04,B,0,F,F
5198,42,595934.9174,3076238.449,463.1,Prithvi Rajmarg,H04,B,0,F,F
5199,42,595997.1593,3076193.528,447.6,Prithvi Rajmarg,H04,B,0,F,F
5200,42,596008.7506,3076180.775,446.8,Prithvi Rajmarg,H04,B,0,F,F
5201,42,596021.4731,3076165.815,446.1,Prithvi Rajmarg,H04,B,0,F,F
5202,42,596034.9347,3076149.598,441.1,Prithvi Rajmarg,H04,B,0,F,F
5203,42,596047.6298,3076136.855,438.5,Prithvi Rajmarg,H04,B,0,F,F
5204,42,596065.3074,3076128.339,436.1,Prithvi Rajmarg,H04,B,0,F,F
5205,42,596078.6058,3076125.286,434.9,Prithvi Rajmarg,H04,B,0,F,F
5206,42,596096.9657,3076130.164,433,Prithvi Rajmarg,H04,B,0,F,F
5207,42,596109.696,3076136.626,434.9,Prithvi Rajmarg,H04,B,0,F,F
5208,42,596150.6741,3076157.43,437.5,Prithvi Rajmarg,H04,B,0,F,F
5209,42,596168.1131,3076161.613,435.4,Prithvi Rajmarg,H04,B,0,F,F
5210,42,596188.1941,3076161.961,434.2,Prithvi Rajmarg,H04,B,0,F,F
5211,42,596210.2391,3076158.191,434.3,Prithvi Rajmarg,H04,B,0,F,F
5212,42,596276.3002,3076128.915,437.4,Prithvi Rajmarg,H04,B,0,F,F
5213,42,596311.2976,3076116.049,441.2,Prithvi Rajmarg,H04,B,0,F,F
5214,42,596341.7499,3076105.941,440.1,Prithvi Rajmarg,H04,B,0,F,F
5215,42,596372.2019,3076102.071,433.7,Prithvi Rajmarg,H04,B,0,F,F
5216,42,596400.7537,3076097.998,430.9,Prithvi Rajmarg,H04,B,0,F,F
5217,42,596430.6292,3076100.962,428.8,Prithvi Rajmarg,H04,B,0,F,F
5218,42,596455.8004,3076106.847,428.4,Prithvi Rajmarg,H04,B,0,F,F
5219,42,596507.4018,3076118.927,426.6,Prithvi Rajmarg,H04,B,0,F,F
5220,42,596567.5044,3076138.854,427,Prithvi Rajmarg,H04,B,0,F,F
5221,42,596675.622,3076173.172,415.3,Prithvi Rajmarg,H04,B,0,F,F
5222,42,596700.858,3076180.787,413.8,Prithvi Rajmarg,H04,B,0,F,F
5223,42,596732.6251,3076183.778,414.4,Prithvi Rajmarg,H04,B,0,F,F
5224,42,596759.5978,3076182.463,416.9,Prithvi Rajmarg,H04,B,0,F,F
5225,42,596801.6465,3076172.692,420.9,Prithvi Rajmarg,H04,B,0,F,F
5226,42,596833.9112,3076165.203,422,Prithvi Rajmarg,H04,B,0,F,F
5227,42,596857.8128,3076162.213,421.4,Prithvi Rajmarg,H04,B,0,F,F
5228,42,596878.1669,3076164.138,419.9,Prithvi Rajmarg,H04,B,0,F,F
5229,42,596942.2868,3076168.363,418.9,Prithvi Rajmarg,H04,B,0,F,F
5230,42,597064.3115,3076180.077,412.8,Prithvi Rajmarg,H04,B,0,F,F
5231,42,597102.6679,3076179.808,415.9,Prithvi Rajmarg,H04,B,0,F,F
5232,42,597137.9865,3076178.617,417.1,Prithvi Rajmarg,H04,B,0,F,F
5233,132,597155.738,3076178.194,416.8,Prithvi Rajmarga,H04,B,0,T,F
5234,131,597273.3061,3076172.974,412.3,Prithvi Rajmarg,H04,B,0,F,F
5235,131,597349.1577,3076170.458,418.1,Prithvi Rajmarg,H04,B,0,F,F
5236,131,597416.857,3076163.354,418.3,Prithvi Rajmarg,H04,B,0,F,F
5237,131,597591.9118,3076135.56,417.6,Prithvi Rajmarg,H04,B,0,F,F
5238,131,597613.4956,3076130.403,419.4,Prithvi Rajmarg,H04,B,0,F,F
5239,131,597649.4768,3076126.515,420.4,Prithvi Rajmarg,H04,B,0,F,F
5240,131,597680.1364,3076122.628,419.3,Prithvi Rajmarg,H04,B,0,F,F
5241,131,597730.141,3076122.399,421.3,Prithvi Rajmarg,H04,B,0,F,F
5242,131,597750.2492,3076123.038,422.7,Prithvi Rajmarg,H04,B,0,F,F
5243,131,597788.7851,3076124.977,427.6,Prithvi Rajmarg,H04,B,0,F,F
5244,131,597828.0822,3076135.18,425.3,Prithvi Rajmarg,H04,B,0,F,F
5245,131,598100.5287,3076134.698,421.9,Prithvi Rajmarg,H04,B,0,F,F
5246,131,598153.052,3076127.665,419.8,Prithvi Rajmarg,H04,B,0,F,F
5247,131,598175.3237,3076121.561,420,Prithvi Rajmarg,H04,B,0,F,F
5248,131,598185.6563,3076112.436,422,Prithvi Rajmarg,H04,B,0,F,F
5249,131,598194.8729,3076097.527,424.5,Prithvi Rajmarg,H04,B,0,F,F
5250,131,598197.7006,3076073.258,429.8,Prithvi Rajmarg,H04,B,0,F,F
5251,131,598192.7298,3075987.309,433,Prithvi Rajmarg,H04,B,0,F,F
5252,131,598188.3448,3075940.995,432.8,Prithvi Rajmarg,H04,B,0,F,F
5253,131,598189.6362,3075894.682,434.5,Prithvi Rajmarg,H04,B,0,F,F
5254,131,598194.9365,3075821.827,436.1,Prithvi Rajmarg,H04,B,0,F,F
5255,28,598197.9369,3075790.832,440.1,Gardo Khola,H04,B,0,T,F
5256,54,598205.9609,3075706.573,437.8,Prithvi Rajmarg,H04,B,60,F,F
5257,54,598212.6146,3075682.036,436.6,Prithvi Rajmarg,H04,B,60,F,F
5258,54,598224.4296,3075665.143,436.1,Prithvi Rajmarg,H04,B,60,F,F
5259,54,598237.5243,3075654.521,434.8,Prithvi Rajmarg,H04,B,60,F,F
5260,54,598255.2277,3075649.201,433.6,Prithvi Rajmarg,H04,B,60,F,F
5261,54,598277.4039,3075648.926,434.7,Prithvi Rajmarg,H04,B,60,F,F
5262,54,598319.7442,3075644.925,436.9,Prithvi Rajmarg,H04,B,60,F,F
5263,54,598371.9688,3075644.628,443.6,Prithvi Rajmarg,H04,B,60,F,F
5264,54,598465.4817,3075660.68,432.3,Prithvi Rajmarg,H04,B,60,F,F
5265,54,598496.0607,3075662.059,431.5,Prithvi Rajmarg,H04,B,60,F,F
5266,54,598510.7541,3075662.123,431.1,Prithvi Rajmarg,H04,B,60,F,F
5267,54,598527.2376,3075657.768,430.5,Prithvi Rajmarg,H04,B,60,F,F
5268,54,598540.1427,3075649.905,429.4,Prithvi Rajmarg,H04,B,60,F,F
5269,54,598550.1502,3075638.417,428.2,Prithvi Rajmarg,H04,B,60,F,F
5270,54,598571.615,3075615.33,427.5,Prithvi Rajmarg,H04,B,60,F,F
5271,54,598591.0588,3075593.545,427.8,Prithvi Rajmarg,H04,B,60,F,F
5272,54,598617.6192,3075578.9,427.1,Prithvi Rajmarg,H04,B,60,F,F
5273,54,598638.9809,3075574.585,426.5,Prithvi Rajmarg,H04,B,60,F,F
5274,54,598661.8656,3075572.034,427.3,Prithvi Rajmarg,H04,B,60,F,F
5275,54,598682.736,3075573.6,428.9,Prithvi Rajmarg,H04,B,60,F,F
5276,54,598710.8924,3075585.687,430.7,Prithvi Rajmarg,H04,B,60,F,F
5277,54,598737.1808,3075602.058,431,Prithvi Rajmarg,H04,B,60,F,F
5278,54,598779.2297,3075635.115,431.1,Prithvi Rajmarg,H04,B,60,F,F
5279,54,598802.1133,3075654.474,433.4,Prithvi Rajmarg,H04,B,60,F,F
5280,54,598811.654,3075671.296,435.5,Prithvi Rajmarg,H04,B,60,F,F
5281,54,598816.3542,3075683.481,438.4,Prithvi Rajmarg,H04,B,60,F,F
5282,54,598817.284,3075696.377,440,Prithvi Rajmarg,H04,B,60,F,F
5283,54,598817.095,3075705.064,442.4,Prithvi Rajmarg,H04,B,60,F,F
5284,54,598814.4269,3075719.26,445.4,Prithvi Rajmarg,H04,B,60,F,F
5285,54,598809.9975,3075731.902,446.7,Prithvi Rajmarg,H04,B,60,F,F
5286,54,598801.2064,3075751.313,447.4,Prithvi Rajmarg,H04,B,60,F,F
5287,54,598791.3656,3075768.931,446.4,Prithvi Rajmarg,H04,B,60,F,F
5288,54,598784.7408,3075789.789,446.7,Prithvi Rajmarg,H04,B,60,F,F
5289,54,598782.6326,3075800.577,446.7,Prithvi Rajmarg,H04,B,60,F,F
5290,54,598780.2699,3075816.006,446.8,Prithvi Rajmarg,H04,B,60,F,F
5291,54,598780.89,3075830.629,447.6,Prithvi Rajmarg,H04,B,60,F,F
5292,54,598788.9408,3075856.128,451.3,Prithvi Rajmarg,H04,B,60,F,F
5293,54,598816.593,3075916.717,459.8,Prithvi Rajmarg,H04,B,60,F,F
5294,54,598828.3093,3075935.01,460.5,Prithvi Rajmarg,H04,B,60,F,F
5295,54,598838.2075,3075942.992,460.4,Prithvi Rajmarg,H04,B,60,F,F
5296,54,598849.7139,3075948.327,457.9,Prithvi Rajmarg,H04,B,60,F,F
5297,54,598861.2041,3075947.191,457.1,Prithvi Rajmarg,H04,B,60,F,F
