fid,X,Y,Z,bridge,osm_id,code,fclass,name,ref,oneway,maxspeed,tunnel,len,Length,vertex_index,vertex_part,vertex_part_index,distance,angle,
1020,586437.8466,3076448.632,414.011,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,32,0,32,1652.701733,238.752332,FALSE
1020,586415.3498,3076436.183,412.295,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,33,0,33,1678.413687,245.0992168,FALSE
1020,586391.4397,3076427.08,410.561,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,34,0,34,1703.997676,255.3045339,FALSE
1020,586350.9731,3076420.997,406.394,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,35,0,35,1744.919126,255.8823986,FALSE
1020,586310.6151,3076406.558,404.686,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,36,0,36,1787.782173,238.7829838,FALSE
1020,586252.8165,3076353.132,402.549,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,37,0,37,1866.490622,232.9388444,FALSE
1020,586232.0748,3076340.484,401.057,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,38,0,38,1890.784243,241.8738429,FALSE
1020,586209.9661,3076330.232,397.753,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,39,0,39,1915.15456,243.5100967,FALSE
1020,586190.1949,3076319.674,396.931,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,40,0,40,1937.567879,235.1250182,FALSE
1020,586181.2643,3076311.732,396.799,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,41,0,41,1949.519399,219.2643053,FALSE
1020,586172.6584,3076296.932,396.383,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,42,0,42,1966.639487,203.6249376,FALSE
1020,586168.7769,3076284.293,395.923,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,43,0,43,1979.860666,191.8398634,FALSE
1020,586167.347,3076271.949,395.414,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,44,0,44,1992.287334,180.5373954,FALSE
1020,586168.6975,3076258.007,394.468,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,45,0,45,2006.294905,164.5725634,FALSE
1020,586175.1203,3076244.433,394.619,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,46,0,46,2021.311608,153.2198583,FALSE
1020,586212.1695,3076175.446,389.569,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,47,0,47,2099.617378,156.3707626,FALSE
1020,586222.7141,3076144.858,384.833,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,48,0,48,2131.972121,175.8910582,FALSE
1020,586217.9734,3076120.013,378.523,F,140332505,5112,trunk,Prithvi Rajmarg,H04,B,0,F,2200.013982,2199.998965,49,0,49,2157.266059,193.5564948,FALSE
1021,586205.9764,3076079.014,384.194,T,140332519,5112,trunk,Soti khola,H04,B,0,F,36.39029703,36.39004882,0,0,0,0,240.5339223,FALSE
1021,586174.2938,3076061.113,389.277,T,140332519,5112,trunk,Soti khola,H04,B,0,F,36.39029703,36.39004882,1,0,1,36.38974675,240.5339223,FALSE
1022,586147.2197,3076075.582,391.524,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,1,0,1,30.69775976,318.2705886,FALSE
1022,586132.1581,3076113.663,392.714,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,2,0,2,71.6488986,342.8301939,FALSE
1022,586121.5271,3076160.607,389.608,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,3,0,3,119.7819227,346.0187176,FALSE
1022,586115.537,3076182.65,385.262,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,4,0,4,142.6247079,334.103021,FALSE
1022,586106.7716,3076194.457,385.065,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,5,0,5,157.3291664,314.7405059,FALSE
1022,586092.0224,3076205.201,384.061,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,6,0,6,175.5768912,292.9329616,FALSE
1022,586079.1962,3076207.415,384.712,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,7,0,7,188.5927619,278.0512963,FALSE
1022,586068.0818,3076208.644,384.443,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,8,0,8,199.7748986,263.4584472,FALSE
1022,586047.3904,3076201.361,387.892,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,9,0,9,221.7108176,246.1401004,FALSE
1022,585953.8173,3076150.918,385.193,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,10,0,10,328.0139229,242.9228679,FALSE
1022,585877.462,3076113.963,384.8,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,11,0,11,412.8420792,250.0993193,FALSE
1022,585826.0835,3076101.177,379.511,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,12,0,12,465.7876497,259.1281776,FALSE
1022,585778.9663,3076094.749,376.036,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,13,0,13,513.3413148,264.556092,FALSE
1022,585722.651,3076091.68,374.196,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,14,0,14,569.7401864,266.8827305,FALSE
1022,585580.4195,3076083.938,382.793,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,15,0,15,712.182276,268.3525149,FALSE
1022,585427.5531,3076083.46,407.935,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,16,0,16,865.0493482,277.3234725,FALSE
1022,585395.7039,3076091.89,410.766,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,17,0,17,897.9955519,291.8059453,FALSE
1022,585360.7338,3076111.104,405.061,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,18,0,18,937.8961919,304.7121592,FALSE
1022,585302.9248,3076160.72,390.755,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,19,0,19,1014.077971,317.0588093,FALSE
1022,585238.6667,3076247.493,398.292,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,20,0,20,1122.052835,322.2546863,FALSE
1022,585165.0779,3076338.466,396.095,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,21,0,21,1239.063774,322.5373992,FALSE
1022,585099.4259,3076428.976,394.407,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,22,0,22,1350.876495,322.7554164,FALSE
1022,585069.0247,3076467.149,390.852,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,23,0,23,1399.676852,318.6306671,FALSE
1022,585029.3823,3076507.907,389.338,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,24,0,24,1456.533758,311.0707131,FALSE
1022,584985.523,3076540.18,397.688,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,25,0,25,1510.987209,301.4402692,FALSE
1022,584960.5941,3076552.627,399.241,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,26,0,26,1538.850947,305.0650933,FALSE
1022,584926.003,3076585.564,387.72,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,27,0,27,1586.614456,314.5660836,FALSE
1022,584799.5742,3076714.38,382.614,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,28,0,28,1767.107622,307.242435,FALSE
1022,584758.4038,3076737.153,375.252,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,29,0,29,1814.156854,288.7687618,FALSE
1022,584753.2843,3076737.926,375.266,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,30,0,30,1819.334405,278.5557458,FALSE
1022,584723.7513,3076742.352,375.038,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,31,0,31,1849.197202,275.59407,FALSE
1022,584508.4267,3076752.375,385.913,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,32,0,32,2064.754945,275.9863225,FALSE
1022,584406.6597,3076769.054,386.783,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,33,0,33,2167.879635,284.1357293,FALSE
1022,584378.0846,3076778.873,388.888,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,34,0,34,2198.094664,298.9050621,FALSE
1022,584360.3769,3076793.134,386.52,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,35,0,35,2220.830896,310.2767133,FALSE
1022,584326.1995,3076823.593,384.594,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,36,0,36,2266.611051,298.3348216,FALSE
1022,584231.5866,3076848.878,371.826,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,37,0,37,2364.544425,279.7548657,FALSE
1022,584152.9013,3076855.136,372.848,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,38,0,38,2443.478138,272.5414631,FALSE
1022,583983.3883,3076856.72,372.044,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,39,0,39,2612.998527,261.5119914,FALSE
1022,583942.7029,3076843.883,371.391,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,40,0,40,2655.661127,242.6133958,FALSE
1022,583912.1107,3076820.611,369.723,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,41,0,41,2694.099353,221.1820615,FALSE
1022,583899.046,3076797.637,371.159,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,42,0,42,2720.528363,199.7043599,FALSE
1022,583894.2902,3076770.055,372.83,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,43,0,43,2748.517311,186.0758546,FALSE
1022,583889.9254,3076664.538,375.316,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,44,0,44,2854.124219,183.5965541,FALSE
1022,583886.0183,3076618.245,379.997,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,45,0,45,2900.581827,179.5125725,FALSE
1022,583890.787,3076571.292,382.431,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,46,0,46,2947.776702,179.4727252,FALSE
1022,583887.6579,3076533.592,378.453,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,47,0,47,2985.605667,189.6005343,FALSE
1022,583878.9059,3076499.644,379.586,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,48,0,48,3020.663951,202.2637758,FALSE
1022,583854.4643,3076457.431,384.646,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,49,0,49,3069.442139,214.213619,FALSE
1022,583805.3767,3076395.4,395.99,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,50,0,50,3148.545956,229.1851873,FALSE
1022,583752.7394,3076365.028,401.233,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,51,0,51,3209.317489,243.3198103,FALSE
1022,583652.7138,3076321.795,381.064,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,52,0,52,3318.286182,233.5948937,FALSE
1022,583590.2198,3076248.791,376.068,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,53,0,53,3414.385882,229.6314856,FALSE
1022,583554.108,3076226.833,373.76,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,54,0,54,3456.649447,241.7099549,FALSE
1022,583517.0783,3076209.346,378.622,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,55,0,55,3497.600488,249.3527637,FALSE
1022,583459.2108,3076192.735,372.152,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,56,0,56,3557.804761,251.4957601,FALSE
1022,583433.1857,3076182.749,371.562,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,57,0,57,3585.680037,249.4319453,FALSE
1022,583270.1355,3076122.941,377.75,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,58,0,58,3759.353313,255.3038559,FALSE
1022,583234.2571,3076117.098,378.143,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,59,0,59,3795.70434,261.9062614,FALSE
1022,583189.2905,3076111.626,377,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,60,0,60,3841.002707,265.4293067,FALSE
1022,583086.5777,3076107.675,372.659,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,61,0,61,3943.791477,269.8353235,FALSE
1022,582981.7844,3076111.103,376.026,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,62,0,62,4048.640787,278.6198777,FALSE
1022,582949.8362,3076119.883,377.346,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,63,0,63,4081.773438,292.3185296,FALSE
1022,582916.0053,3076138.845,375.455,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,64,0,64,4120.556078,303.910308,FALSE
1022,582833.2334,3076204.803,389.664,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,65,0,65,4226.393817,316.8556471,FALSE
1022,582802.5424,3076248.898,386.728,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,66,0,66,4280.118101,332.9463486,FALSE
1022,582790.9444,3076282.075,385.204,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,67,0,67,4315.263755,337.5120857,FALSE
1022,582780.2191,3076304.353,386.21,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,68,0,68,4339.989552,327.9409849,FALSE
1022,582765.3098,3076323.157,385.699,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,69,0,69,4363.986669,318.2248303,FALSE
1022,582746.1318,3076342.241,383.902,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,70,0,70,4391.042579,317.1199003,FALSE
1022,582721.071,3076371.459,383.571,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,71,0,71,4429.535629,323.2203864,FALSE
1022,582666.5671,3076455.585,377.625,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,72,0,72,4529.774695,328.3703936,FALSE
1022,582633.8455,3076511.535,379.814,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,73,0,73,4594.59055,336.8773127,FALSE
1022,582626.6378,3076536.796,377.186,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,74,0,74,4620.860072,339.8994365,FALSE
1022,582592.4113,3076612.683,377.39,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,75,0,75,4704.108219,339.8632459,FALSE
1022,582577.9777,3076663.029,374.601,F,44686754,5112,trunk,Prithvi Rajmarg,H04,B,0,F,4828.943494,4828.910597,76,0,76,4756.481726,337.7758372,FALSE
1023,582543.5002,3076726.657,368.764,T,140332481,5112,trunk,Malekhu Khola,H04,B,0,F,66.87160697,66.87115174,0,0,0,0,323.4012087,FALSE
1023,582503.6317,3076780.343,362.402,T,140332481,5112,trunk,Malekhu Khola,H04,B,0,F,66.87160697,66.87115174,1,0,1,66.87008561,323.4012087,FALSE
1024,582489.2467,3076804.791,367.453,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,1,0,1,28.36607518,330.9660688,FALSE
1024,582475.8389,3076830.442,371.653,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,2,0,2,57.31029215,335.0512742,FALSE
1024,582453.3749,3076885.21,377.509,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,3,0,3,116.506186,336.7718432,FALSE
1024,582429.0824,3076939.378,378.231,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,4,0,4,175.8721433,332.1992267,FALSE
1024,582423.7914,3076948.03,379.999,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,5,0,5,186.0137743,321.7734344,FALSE
1024,582416.8667,3076954.954,382.191,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,6,0,6,195.8058444,315.9603326,FALSE
1024,582405.7996,3076966.791,384.83,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,7,0,7,212.0110262,320.402426,FALSE
1024,582395.5552,3076980.829,386.206,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,8,0,8,229.3890352,331.5002645,FALSE
1024,582388.5528,3076999.188,386.117,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,9,0,9,249.0381607,341.4245165,FALSE
1024,582376.094,3077041.867,387.26,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,10,0,10,293.4988918,343.4049843,FALSE
1024,582350.4949,3077126.036,391.707,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,11,0,11,381.4742083,339.2927269,FALSE
1024,582312.3362,3077209.775,397.36,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,12,0,12,473.4983905,334.6178564,FALSE
1024,582298.9987,3077236.802,399.196,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,13,0,13,503.6365415,333.729847,FALSE
1024,582272.4239,3077290.633,401.009,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,14,0,14,563.6703975,329.1923962,FALSE
1024,582247.8515,3077325.285,405.473,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,15,0,15,606.1504468,320.5597458,FALSE
1024,582233.2136,3077340.689,408.859,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,16,0,16,627.4001429,311.0881214,FALSE
1024,582217.0743,3077352.293,411.545,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,17,0,17,647.2779649,303.488601,FALSE
1024,582028.212,3077466.95,414.975,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,18,0,18,868.2197859,297.0271572,FALSE
1024,581998.3907,3077479.482,417.917,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,19,0,19,900.5669174,289.8257916,FALSE
1024,581972.4932,3077487.33,419.603,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,20,0,20,927.627533,283.7074812,FALSE
1024,581956.8268,3077490.249,420.311,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,21,0,21,943.5635848,275.5419519,FALSE
1024,581940.1741,3077490.403,420.654,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,22,0,22,960.2169643,268.6025278,FALSE
1024,581918.5749,3077489.149,421.252,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,23,0,23,981.8525826,264.9908208,FALSE
1024,581881.0153,3077484.739,421.342,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,24,0,24,1019.670079,260.7312762,FALSE
1024,581856.0043,3077479.495,421.97,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,25,0,25,1045.224995,258.1529231,FALSE
1024,581842.0918,3077476.575,422.441,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,26,0,26,1059.440565,256.9936713,FALSE
1024,581801.0252,3077466.214,423.44,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,27,0,27,1101.794096,258.349273,FALSE
1024,581765.9469,3077460.57,421.951,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,28,0,28,1137.323536,261.1822319,FALSE
1024,581729.9702,3077455.196,421.158,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,29,0,29,1173.6993,263.2651862,FALSE
1024,581707.0654,3077453.203,420.226,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,30,0,30,1196.690707,270.6969338,FALSE
1024,581685.9049,3077455.564,418.684,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,31,0,31,1217.982692,277.6763556,FALSE
1024,581649.3308,3077461.347,419.12,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,32,0,32,1255.010998,279.6644513,FALSE
1024,581630.4784,3077464.788,420.091,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,33,0,33,1274.174872,275.9242664,FALSE
1024,581610.6506,3077465.308,419.482,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,34,0,34,1294.009538,270.0822718,FALSE
1024,581594.6715,3077464.935,418.324,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,35,0,35,1309.993034,264.1370502,FALSE
1024,581578.0403,3077461.886,417.165,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,36,0,36,1326.90127,255.0466201,FALSE
1024,581563.7972,3077456.837,416.722,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,37,0,37,1342.012904,246.8567026,FALSE
1024,581549.48,3077449.615,416.804,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,38,0,38,1358.048361,241.6879108,FALSE
1024,581539.5765,3077443.93,416.812,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,39,0,39,1369.467577,235.8377636,FALSE
1024,581530.011,3077436.331,417.03,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,40,0,40,1381.684611,226.7861438,FALSE
1024,581520.2699,3077425.527,417.366,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,41,0,41,1396.23126,218.7508261,FALSE
1024,581511.9341,3077413.824,417.721,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,42,0,42,1410.599369,215.1013735,FALSE
1024,581502.4683,3077400.175,417.055,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,43,0,43,1427.210045,208.6543566,FALSE
1024,581495.3512,3077383.05,417.664,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,44,0,44,1445.754724,198.3105649,FALSE
1024,581492.8755,3077373.16,417.336,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,45,0,45,1455.950213,188.0957545,FALSE
1024,581492.5415,3077364.215,417.369,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,46,0,46,1464.901557,180.9724491,FALSE
1024,581492.6013,3077346.507,417.668,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,47,0,47,1482.609682,179.3667826,FALSE
1024,581493.6616,3077289.887,417.55,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,48,0,48,1539.239552,179.8554595,FALSE
1024,581493.1329,3077251.241,414.194,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,49,0,49,1577.888317,177.0942771,FALSE
1024,581494.2941,3077241.198,412.412,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,50,0,50,1587.998446,167.9085618,FALSE
1024,581497.1228,3077232.274,410.718,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,51,0,51,1597.359904,163.9426981,FALSE
1024,581499.5708,3077222.827,409.058,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,52,0,52,1607.119161,160.0920989,FALSE
1024,581503.459,3077214.597,407.85,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,53,0,53,1616.221127,144.4332236,FALSE
1024,581512.9009,3077205.43,406.783,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,54,0,54,1629.381418,129.2195796,FALSE
1024,581523.7498,3077198.034,405.85,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,55,0,55,1642.511554,115.7676015,FALSE
1024,581535.8354,3077194.281,406.234,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,56,0,56,1655.166488,100.7461981,FALSE
1024,581549.4002,3077193.275,407.859,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,57,0,57,1668.768591,87.37424795,FALSE
1024,581566.8702,3077196.196,409.399,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,58,0,58,1686.481033,77.81689311,FALSE
1024,581584.8498,3077200.971,410.408,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,59,0,59,1705.084003,75.39111273,FALSE
1024,581622.6804,3077210.645,411.451,F,345107844,5112,trunk,Prithvi Rajmarg,H04,B,0,F,5216.752821,5216.717376,60,0,60,1744.131858,76.24702078,FALSE
