id,lat,lon,alt,x,y,z,length,grade,hz. angle
3836,27.8066698,84.7004572,319.9,521104.74222932913,5617825.9468319155,2955580.2698347033,5.560755194379859,14.386535138401669,4.794349594155654
3837,27.8066668,84.7005169,320.6,521098.9602468851,5617827.261447388,2955580.302940595,5.929640024756111,11.805101103567191,8.944871049333726
3838,27.8066574,84.7005855,321.1,521092.3199781352,5617828.811785384,2955579.616749837,6.853289336522404,7.295766681488415,0.33248375010998354
3839,27.8066485,84.7006899,321.3,521082.1426231154,5617830.397625134,2955578.839518225,10.329449738066025,1.936211560843845,4.285098959397264
3840,27.8066619,84.7008182,321.1,521069.48224721936,5617830.695405492,2955580.0569051593,12.722256950636819,-1.5720481104571429,7.509245193862764
3841,27.8066742,84.7009878,318.7,521052.5979816105,5617829.487981491,2955580.1404210497,16.927589100992343,-14.178037910072732,5.437746372564796
3842,27.8067285,84.7012331,314.9,521027.97559235495,5617825.564098187,2955583.6789605855,25.18293419921976,-15.089583961656647,4.964293616097125
3843,27.806771,84.7014477,312.9,521006.5669801024,5617823.556447811,2955586.9029932087,21.7429005646879,-9.198404757680537,3.697255856213281
3844,27.8068222,84.7016984,311.4,520981.61792327167,5617821.867474161,2955591.2112319106,25.374573680097033,-5.911429365911081,1.484560916124142
3845,27.8068621,84.7019287,309.6,520958.6987824188,5617820.3129868265,2955594.274243258,23.17510489341667,-7.766955136894672,0.007297952508114836
3846,27.8068827,84.7020766,308.8,520944.03315075586,5617819.887941487,2955595.915974589,14.763356575558925,-5.418821904799277,2.2200302112760846
3847,27.8068898,84.7022177,308.6,520930.1479936756,5617820.627549992,2955596.517140476,13.91783058911408,-1.4370055643328488,4.709147655319387
3848,27.8069022,84.70239,311.0,520913.39061535185,5617823.666668364,2955598.849591566,17.18971485656925,13.961837180113488,7.230390751410527
3849,27.8069041,84.7025259,313.4,520900.2525710059,5617826.917753545,2955600.1550179594,13.597128452657877,17.65078566666656,3.6195306753804006
3850,27.8068912,84.7026571,316.9,520887.73613528564,5617831.860194029,2955600.5259692688,13.462038699899512,25.9990338612392,7.6489114513737855
3851,27.8068744,84.7027673,320.1,520877.27292401,5617836.549136852,2955600.375504061,11.466804906825729,27.906640306535728,2.590998819911218
3852,27.8068478,84.7028697,320.6,520867.400987294,5617839.295881235,2955598.00694846,10.517119133463849,4.754153619968773,8.590305431459772
3853,27.806802,84.7030436,321.3,520850.62685690814,5617843.861547217,2955593.8536967295,17.873618995423488,3.916386492177228,0.32237533996085543
3854,27.8066991,84.70327,324.0,520829.14212042926,5617853.618467768,2955585.048342974,25.18582249929499,10.720316956397069,9.19815673230857
3855,27.8066044,84.7034435,326.5,520812.7885308898,5617862.294278512,2955576.9517353433,20.205559581864033,12.372832288415971,3.522233152601454
3856,27.8064943,84.7035902,329.7,520799.19361734117,5617872.139264883,2955567.675339774,19.178032896757028,16.68575717450721,7.964228372839146
3857,27.8061385,84.7040077,332.5,520760.19158908026,5617896.797946114,2955534.17971641,57.01899291546736,4.910644430621756,3.6080594018543763
3858,27.8057333,84.7044504,335.1,520718.9387513528,5617924.063372227,2955495.758675055,62.620895079129674,4.151968758534325,1.1593416313153815
3859,27.8055233,84.7046609,335.6,520699.34619334445,5617937.275292023,2955475.451088957,31.158003901559518,1.6047241074226004,0.531016476698041
3860,27.805325,84.7048694,335.4,520679.83643133787,5617949.247393137,2955455.9613523884,30.06346370840743,-0.6652593391762582,2.4578883098078705
3861,27.8051531,84.7050513,336.8,520662.9388579916,5617961.021813692,2955439.800213979,26.179139769609694,5.347769301515543,3.33399854546742
3862,27.8050642,84.7051397,337.2,520654.7297246374,5617966.774119034,2955431.2911413205,13.148505796983192,3.0421707696379743,0.15048326420672162
3863,27.8049277,84.7052549,338.1,520644.16168082773,5617975.671521541,2955418.3593413034,18.92296945529011,4.756124571920343,5.0748497743927725
